sku_id,forecast_12w,avg_weekly_forecast,date,on_hand_units,on_order_units,lead_time_days,reorder_point,category,subcategory,unit_cost,list_price,lead_time_demand,stockout_units_at_risk,stockout_sales_at_risk,excess_units,overstock_capital_locked,weeks_of_cover,risk_category,recommended_action
SKU_0129,1289.539277759605,107.46160647996709,2025-12-28,8,223,8,98,Kitchen,Cookware,626.1,1485.46,122.81326454853381,114.81326454853381,170550.51195626502,0.0,0.0,2.15,Stockout Risk,Prioritize replenishment
SKU_0130,2116.6832591088914,176.39027159240763,2025-12-28,344,0,13,310,Kitchen,Appliance,1633.08,2451.08,327.58193295732843,0.0,0.0,0.0,0.0,1.95,Healthy,Maintain current inventory
SKU_0131,596.3746495253301,49.69788746044418,2025-12-28,46,59,14,82,Lighting,Ceiling,3830.92,8667.41,99.39577492088836,53.39577492088836,462803.0735070569,0.0,0.0,2.11,Stockout Risk,Prioritize replenishment
SKU_0132,1760.2539876184255,146.68783230153545,2025-12-28,112,0,4,81,Lighting,Table Lamp,4707.58,7342.15,83.82161845802025,0.0,0.0,0.0,0.0,0.76,Healthy,Maintain current inventory
SKU_0133,1608.2884561975488,134.0240380164624,2025-12-28,149,0,8,135,Furniture,Desk,4750.73,10307.91,153.17032916167133,4.170329161671333,42987.37766888355,0.0,0.0,1.11,Stockout Risk,Prioritize replenishment
SKU_0134,2701.443126574151,225.1202605478459,2025-12-28,152,292,13,355,Decor,Rug,7542.58,11791.19,418.0804838745709,266.0804838745709,3137405.540657002,0.0,0.0,1.97,Stockout Risk,Prioritize replenishment
SKU_0135,4187.673497772947,348.9727914810789,2025-12-28,569,0,5,224,Decor,Mirror,3951.1,6049.68,249.26627962934208,0.0,0.0,0.0,0.0,1.63,Healthy,Maintain current inventory
SKU_0136,2293.5381652314345,191.12818043595288,2025-12-28,314,0,9,218,Decor,Wall Art,2441.18,4235.87,245.73623198908226,0.0,0.0,0.0,0.0,1.64,Healthy,Maintain current inventory
SKU_0137,2794.306188214021,232.85884901783507,2025-12-28,172,0,5,141,Kitchen,Appliance,5186.64,9610.8,166.32774929845363,0.0,0.0,0.0,0.0,0.74,Healthy,Maintain current inventory
SKU_0138,2911.1603375135887,242.59669479279907,2025-12-28,105,0,3,85,Kitchen,Cookware,1975.74,4044.61,103.97001205405674,0.0,0.0,0.0,0.0,0.43,Healthy,Maintain current inventory
SKU_0139,6812.489563193543,567.7074635994619,2025-12-28,985,0,4,276,Kitchen,Appliance,3521.68,6767.07,324.40426491397824,0.0,0.0,0.0,0.0,1.74,Healthy,Maintain current inventory
SKU_0140,461.7848200004229,38.482068333368574,2025-12-28,35,0,4,19,Furniture,Chair,4707.93,9521.08,21.98975333335347,0.0,0.0,0.0,0.0,0.91,Healthy,Maintain current inventory
SKU_0141,1396.3944125465796,116.3662010455483,2025-12-28,161,0,8,107,Kitchen,Storage,5323.73,9305.0,132.9899440520552,0.0,0.0,0.0,0.0,1.38,Healthy,Maintain current inventory
SKU_0142,1014.3939463354753,84.53282886128962,2025-12-28,80,167,11,128,Kitchen,Cookware,4528.41,8488.78,132.83730249631225,52.83730249631225,448524.2366846455,0.0,0.0,2.92,Stockout Risk,Prioritize replenishment
SKU_0143,1715.34704182695,142.94558681891252,2025-12-28,195,0,10,162,Kitchen,Storage,4248.09,9389.88,204.207981169875,9.207981169875012,86461.83822738598,0.0,0.0,1.36,Stockout Risk,Prioritize replenishment
SKU_0144,3190.483981639025,265.87366513658543,2025-12-28,40,664,6,219,Decor,Mirror,7392.14,14444.21,227.89171297421606,187.89171297421606,2713947.3594593015,0.0,0.0,2.65,Stockout Risk,Prioritize replenishment
SKU_0145,1867.025642828768,155.58547023573067,2025-12-28,208,0,4,82,Kitchen,Storage,2721.27,6316.4,88.9059829918461,0.0,0.0,0.0,0.0,1.34,Healthy,Maintain current inventory
SKU_0146,749.9538976966974,62.49615814139145,2025-12-28,100,0,11,80,Lighting,Table Lamp,1192.1,1763.43,98.20824850790085,0.0,0.0,0.0,0.0,1.6,Healthy,Maintain current inventory
SKU_0147,2914.5627242343076,242.88022701952562,2025-12-28,586,0,3,88,Lighting,Outdoor,2460.71,4349.41,104.09152586551099,0.0,0.0,0.0,0.0,2.41,Healthy,Maintain current inventory
SKU_0148,1761.712035071615,146.8093362559679,2025-12-28,81,289,10,168,Furniture,Table,2716.98,6023.44,209.72762322281127,128.72762322281127,775383.1148252103,0.0,0.0,2.52,Stockout Risk,Prioritize replenishment
SKU_0149,1186.3498566528342,98.86248805440285,2025-12-28,182,0,3,32,Lighting,Ceiling,6895.42,12477.18,42.369637737601224,0.0,0.0,0.0,0.0,1.84,Healthy,Maintain current inventory
SKU_0150,298.1739161371555,24.84782634476296,2025-12-28,8,33,5,12,Lighting,Floor Lamp,4926.47,7545.58,17.7484473891164,9.7484473891164,73557.68965036892,0.0,0.0,1.65,Stockout Risk,Prioritize replenishment
SKU_0151,2110.7624935160243,175.89687445966868,2025-12-28,312,0,8,167,Kitchen,Appliance,7965.08,17915.98,201.02499938247848,0.0,0.0,0.0,0.0,1.77,Healthy,Maintain current inventory
SKU_0152,271.56516766028653,22.63043063835721,2025-12-28,48,0,13,36,Lighting,Table Lamp,5595.02,12174.47,42.02794261409196,0.0,0.0,0.0,0.0,2.12,Healthy,Maintain current inventory
SKU_0153,1401.6509378937901,116.80424482448251,2025-12-28,299,0,13,220,Lighting,Table Lamp,382.6,623.62,216.92216895975324,0.0,0.0,0.0,0.0,2.56,Healthy,Maintain current inventory
SKU_0154,556.1015091810618,46.34179243175515,2025-12-28,12,99,5,24,Kitchen,Utensil,1560.89,2470.1,33.10128030839654,21.10128030839654,52122.272489770294,0.0,0.0,2.4,Stockout Risk,Prioritize replenishment
SKU_0155,1880.2035214691784,156.6836267890982,2025-12-28,386,0,10,202,Decor,Wall Art,4580.96,10641.46,223.83375255585457,0.0,0.0,0.0,0.0,2.46,Healthy,Maintain current inventory
SKU_0156,399.1234633998257,33.26028861665214,2025-12-28,12,70,5,19,Lighting,Outdoor,1390.29,2631.92,23.757349011894384,11.757349011894384,30944.402011385067,0.0,0.0,2.47,Stockout Risk,Prioritize replenishment
SKU_0157,867.3852570476477,72.28210475397064,2025-12-28,90,0,8,70,Lighting,Table Lamp,6116.04,11480.77,82.60811971882359,0.0,0.0,0.0,0.0,1.25,Healthy,Maintain current inventory
SKU_0158,231.7801138469278,19.315009487243984,2025-12-28,1,61,12,28,Furniture,Table,1460.18,2334.86,33.1114448352754,32.1114448352754,74975.72808809113,0.0,0.0,3.21,Stockout Risk,Prioritize replenishment
SKU_0159,684.067459368736,57.00562161406133,2025-12-28,89,0,10,84,Furniture,Desk,2092.96,3602.54,81.4366023058019,0.0,0.0,0.0,0.0,1.56,Healthy,Maintain current inventory
SKU_0160,999.708511094188,83.30904259118233,2025-12-28,166,0,10,89,Furniture,Chair,4815.63,9354.93,119.01291798740333,0.0,0.0,0.0,0.0,1.99,Healthy,Maintain current inventory
SKU_0161,474.6665458688071,39.555545489067256,2025-12-28,63,0,7,33,Furniture,Chair,6795.63,14279.98,39.555545489067256,0.0,0.0,0.0,0.0,1.59,Healthy,Maintain current inventory
SKU_0162,3363.0147624698593,280.2512302058216,2025-12-28,72,400,5,174,Furniture,Shelf,5460.57,12227.27,200.17945014701544,128.17945014701544,1567284.7453990977,0.0,0.0,1.68,Stockout Risk,Prioritize replenishment
SKU_0163,3767.1759111147135,313.9313259262261,2025-12-28,446,0,9,356,Kitchen,Cookware,4454.36,7894.47,403.6259904765765,0.0,0.0,0.0,0.0,1.42,Healthy,Maintain current inventory
SKU_0164,2230.1398584130034,185.84498820108362,2025-12-28,146,0,5,123,Decor,Wall Art,4015.81,9017.46,132.74642014363116,0.0,0.0,0.0,0.0,0.79,Healthy,Maintain current inventory
SKU_0165,853.1789529471747,71.09824607893123,2025-12-28,133,0,7,66,Kitchen,Utensil,7303.55,14941.87,71.09824607893123,0.0,0.0,0.0,0.0,1.87,Healthy,Maintain current inventory
SKU_0166,1633.2355695202098,136.10296412668416,2025-12-28,10,190,8,140,Kitchen,Cookware,2922.55,5695.17,155.54624471621045,145.54624471621045,828910.6065204203,0.0,0.0,1.47,Stockout Risk,Prioritize replenishment
SKU_0167,922.5013986585125,76.87511655487604,2025-12-28,106,0,3,27,Lighting,Floor Lamp,3368.85,8115.8,32.9464785235183,0.0,0.0,0.0,0.0,1.38,Healthy,Maintain current inventory
SKU_0168,1564.6837414227407,130.3903117852284,2025-12-28,190,0,10,156,Furniture,Shelf,1666.8,2954.81,186.2718739788977,0.0,0.0,0.0,0.0,1.46,Healthy,Maintain current inventory
SKU_0169,1346.6360653830234,112.21967211525195,2025-12-28,164,0,5,58,Decor,Lamp,7441.45,14086.87,80.1569086537514,0.0,0.0,0.0,0.0,1.46,Healthy,Maintain current inventory
SKU_0170,159.30349007403308,13.275290839502757,2025-12-28,10,30,14,19,Furniture,Table,4908.27,6911.07,26.550581679005514,16.550581679005514,114382.22852432463,0.0,0.0,3.01,Stockout Risk,Prioritize replenishment
SKU_0171,4381.610116095498,365.1341763412915,2025-12-28,754,0,11,489,Decor,Rug,5180.03,12846.4,573.7822771077438,0.0,0.0,0.0,0.0,2.06,Healthy,Maintain current inventory
SKU_0172,857.6077411845653,71.46731176538044,2025-12-28,104,121,14,132,Kitchen,Utensil,3976.8,8898.39,142.9346235307609,38.93462353076089,346455.46467988734,0.0,0.0,3.15,Stockout Risk,Prioritize replenishment
SKU_0173,349.523403071694,29.126950255974503,2025-12-28,12,46,14,49,Kitchen,Utensil,7716.73,17441.4,58.253900511949006,46.253900511949006,806732.7803891074,0.0,0.0,1.99,Stockout Risk,Prioritize replenishment
SKU_0174,796.1264445471592,66.34387037892994,2025-12-28,3,152,3,26,Kitchen,Appliance,1178.6,2599.58,28.43308730525569,25.43308730525569,66115.34509699658,0.0,0.0,2.34,Stockout Risk,Prioritize replenishment
SKU_0175,465.5951690710246,38.799597422585386,2025-12-28,64,0,6,29,Lighting,Table Lamp,5336.59,13164.28,33.25679779078747,0.0,0.0,0.0,0.0,1.65,Healthy,Maintain current inventory
SKU_0176,2194.71037803499,182.89253150291583,2025-12-28,448,0,10,270,Kitchen,Cookware,2519.36,5560.55,261.27504500416546,0.0,0.0,0.0,0.0,2.45,Healthy,Maintain current inventory
SKU_0177,997.2850946481917,83.10709122068265,2025-12-28,56,0,5,49,Lighting,Floor Lamp,1253.8,1811.79,59.36220801477332,3.362208014773323,6091.6148590861585,0.0,0.0,0.67,Stockout Risk,Prioritize replenishment
SKU_0178,1279.108794506555,106.5923995422129,2025-12-28,68,197,12,164,Decor,Mirror,4070.69,10111.98,182.7298277866507,114.7298277866507,1160145.7239820561,0.0,0.0,2.49,Stockout Risk,Prioritize replenishment
SKU_0179,3338.384512644792,278.198709387066,2025-12-28,426,0,5,159,Lighting,Table Lamp,3469.14,7885.53,198.71336384790428,0.0,0.0,0.0,0.0,1.53,Healthy,Maintain current inventory
SKU_0180,1116.449069692913,93.03742247440942,2025-12-28,187,0,4,38,Lighting,Floor Lamp,4577.06,10446.07,53.16424141394824,0.0,0.0,0.0,0.0,2.01,Healthy,Maintain current inventory
SKU_0181,5319.52041160786,443.29336763398834,2025-12-28,626,987,14,730,Decor,Wall Art,584.67,1058.24,886.5867352679767,260.5867352679767,275763.30672998365,0.0,0.0,3.64,Stockout Risk,Prioritize replenishment
SKU_0182,2631.0782265779226,219.25651888149355,2025-12-28,22,389,3,77,Lighting,Outdoor,1141.47,2445.98,93.9670795206401,71.9670795206401,176030.03716589528,0.0,0.0,1.87,Stockout Risk,Prioritize replenishment
SKU_0183,488.59310408706125,40.71609200725511,2025-12-28,72,0,11,47,Lighting,Floor Lamp,6964.02,15413.99,63.982430297115165,0.0,0.0,0.0,0.0,1.77,Healthy,Maintain current inventory
SKU_0184,597.2439228523917,49.77032690436598,2025-12-28,0,152,12,80,Lighting,Table Lamp,677.02,1122.49,85.32056040748454,85.32056040748454,95771.47585179732,0.0,0.0,3.05,Stockout Risk,Prioritize replenishment
SKU_0185,2458.2227928947423,204.8518994078952,2025-12-28,340,0,6,134,Furniture,Shelf,334.65,657.95,175.58734234962444,0.0,0.0,0.0,0.0,1.66,Healthy,Maintain current inventory
SKU_0186,1009.4503359636942,84.12086133030785,2025-12-28,9,211,3,32,Lighting,Table Lamp,527.98,972.27,36.05179771298908,27.051797712989078,26301.65136240789,0.0,0.0,2.62,Stockout Risk,Prioritize replenishment
SKU_0187,3177.3661861011,264.780515508425,2025-12-28,398,0,7,236,Kitchen,Utensil,2129.97,4980.0,264.780515508425,0.0,0.0,0.0,0.0,1.5,Healthy,Maintain current inventory
SKU_0188,758.8081540407068,63.23401283672556,2025-12-28,94,0,4,30,Kitchen,Storage,6870.75,11878.41,36.13372162098604,0.0,0.0,0.0,0.0,1.49,Healthy,Maintain current inventory
SKU_0189,1437.4882958389703,119.79069131991419,2025-12-28,235,0,3,39,Kitchen,Storage,2416.15,5738.87,51.33886770853466,0.0,0.0,0.0,0.0,1.96,Healthy,Maintain current inventory
SKU_0190,705.5176216324173,58.79313513603478,2025-12-28,34,0,3,20,Decor,Wall Art,953.05,1692.73,25.197057915443477,0.0,0.0,0.0,0.0,0.58,Healthy,Maintain current inventory
SKU_0191,3609.954248334474,300.8295206945395,2025-12-28,273,0,7,235,Decor,Mirror,7990.32,13791.28,300.8295206945395,27.829520694539497,383804.7121641887,0.0,0.0,0.91,Stockout Risk,Prioritize replenishment
SKU_0192,2521.3587517115407,210.11322930929506,2025-12-28,251,0,5,113,Lighting,Outdoor,1353.52,2750.84,150.08087807806788,0.0,0.0,0.0,0.0,1.19,Healthy,Maintain current inventory
SKU_0193,2615.2212908216043,217.93510756846703,2025-12-28,359,0,10,264,Furniture,Desk,4883.14,8943.99,311.3358679549529,0.0,0.0,0.0,0.0,1.65,Healthy,Maintain current inventory
SKU_0194,1803.7888164994074,150.31573470828394,2025-12-28,0,332,10,198,Kitchen,Appliance,4126.26,6386.64,214.73676386897705,214.73676386897705,1371446.4055961636,0.0,0.0,2.21,Stockout Risk,Prioritize replenishment
SKU_0195,358.9989008519675,29.916575070997293,2025-12-28,60,0,6,20,Furniture,Table,1855.24,2633.39,25.64277863228339,0.0,0.0,0.0,0.0,2.01,Healthy,Maintain current inventory
SKU_0196,981.6894770179641,81.80745641816368,2025-12-28,51,141,9,94,Furniture,Table,5185.96,9218.68,105.18101539478188,54.18101539478188,499477.44299956784,0.0,0.0,2.35,Stockout Risk,Prioritize replenishment
SKU_0197,2724.5343130934025,227.04452609111686,2025-12-28,265,0,3,76,Decor,Rug,6090.12,12149.44,97.30479689619294,0.0,0.0,0.0,0.0,1.17,Healthy,Maintain current inventory
SKU_0198,2440.405604733982,203.36713372783183,2025-12-28,206,332,10,237,Lighting,Outdoor,7206.88,11953.38,290.52447675404545,84.52447675404545,1010353.1899422718,0.0,0.0,2.65,Stockout Risk,Prioritize replenishment
SKU_0199,1713.1301153844622,142.76084294870518,2025-12-28,214,0,8,160,Kitchen,Appliance,4377.47,9702.88,163.1552490842345,0.0,0.0,0.0,0.0,1.5,Healthy,Maintain current inventory
SKU_0200,347.9617753498712,28.996814612489263,2025-12-28,67,0,9,28,Lighting,Ceiling,5331.48,9219.84,37.281618787486195,0.0,0.0,0.0,0.0,2.31,Healthy,Maintain current inventory
